POS	First Name	Last Name	Nation	YOB	Start No.	Swim	T1	Bike	T2	Run	Time
35	Barbara	De Koning	NED	2002	47	00:10:26	00:00:33	00:29:34	00:00:24	00:17:09	00:58:04
36	Alberte	Kjær Pedersen	DEN	1998	27	00:10:26	00:00:32	00:30:35	00:00:23	00:16:17	00:58:11
37	Marta	Pintanel Raymundo	ESP	1999	29	00:10:12	00:00:32	00:29:49	00:00:24	00:17:16	00:58:12
38	Summer	Rappaport	USA	1991	37	00:09:56	00:00:35	00:31:07	00:00:29	00:16:33	00:58:38
39	Yuko	Takahashi	JPN	1991	30	00:10:20	00:00:34	00:30:38	00:00:23	00:16:52	00:58:45
40	Miyu	Sakai	JPN	1999	50	00:10:02	00:00:33	00:29:56	00:00:22	00:18:07	00:58:59
41	Gina	Sereno	USA	1995	39	00:10:11	00:00:34	00:32:01	00:00:29	00:16:24	00:59:37
42	Jessica	Fullagar	GBR	2000	49	00:10:06	00:00:33	00:30:56	00:00:23	00:17:50	00:59:47
43	Ellie	Hoitink	AUS	2000	26	00:10:44	00:00:32	00:31:29	00:00:23	00:16:51	00:59:58
44	Marcela	Alvarez Solis	MEX	2003	54	00:10:26	00:00:31	00:31:45	00:00:22	00:17:01	01:00:03
45	Elizabeth	Bravo	ECU	1987	40	00:10:28	00:00:33	00:31:44	00:00:23	00:17:00	01:00:06
46	Ekaterina	Shabalina	KAZ	1998	46	00:10:35	00:00:34	00:31:38	00:00:26	00:16:58	01:00:09
47	Yuka	Sato	JPN	1992	35	00:10:13	00:00:34	00:30:49	00:00:29	00:18:12	01:00:14
48	Manami	Iijima	GUM	1992	53	00:10:15	00:00:35	00:31:56	00:00:28	00:17:31	01:00:43
49	Sinem Francisca	Tous Servera	TUR	1992	43	00:10:27	00:00:33	00:31:49	00:00:24	00:17:35	01:00:45
50	Romina	Biagioli	ARG	1989	45	00:10:25	00:00:35	00:31:47	00:00:24	00:18:09	01:01:19
